code|name|sec|day|time|room|lecturer
140104|Citizenship การเป็นพลเมือง Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|701|MTh|1430-1600 -|Online|ภาณุวัฒน์ พันธุ์ประเสริฐ
140104|Citizenship การเป็นพลเมือง|702|MTh|1100-1230 -|Online|คณาจารย์
140104|Citizenship การเป็นพลเมือง|703|MTh|1300-1430 -|Online|คณาจารย์
140104|Citizenship การเป็นพลเมือง|801|We|1630-1930 -|Online|คณาจารย์
140104|Citizenship การเป็นพลเมือง|802|MTh|1430-1600 -|ออนไลน์|ไพลิน ภู่จีนาพันธุ์
140104|Citizenship การเป็นพลเมือง|803|TuF|1430-1600 -|ออนไลน์|ชนินทร เพ็ญสูตร
208251|Regression Analysis and Non-parametric Statistics การวิเคราะห์การถดถอยและสถิติไม่อิงพารามิเตอร์ Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|001|Tu Fr|0900-1100 0900-1100|STB 205 SCB4204-05|ดลภาค พรนพรัตน์
208251|Regression Analysis and Non-parametric Statistics การวิเคราะห์การถดถอยและสถิติไม่อิงพารามิเตอร์|701|Tu Fr|0900-1100 0900-1100|STB 205 SCB4204-05|ดลภาค พรนพรัตน์
208150|Probability and Statistics ความน่าจะเป็นและสถิติ|001|MTh|0930-1100 -|RB5201|กุณฑลี ไชยสี Co-Instruc ปาริชาต ภัทรพานิชชัย
206325|Linear Algebra พีชคณิตเชิงเส้น Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|001|TuF|1100-1230 -|SCB4201|ธนดล ชาวบ้านเกาะ
206325|Linear Algebra พีชคณิตเชิงเส้น|801|TuF|1100-1230 -|TBA|ธนดล ชาวบ้านเกาะ
204456|Machine Learning การเรียนรู้ของเครื่อง|001|TuF|1100-1230 -|CSB100|จักรเมธ บุตรกระจ่าง
229123|Fundamental Concept of Data Science แนวคิดพื้นฐานของวิทยาการข้อมูล|001|MTh|0800-0930 -|STB302 ดูแผนที่|พิมผกา ธานินพงศ์
229123|Fundamental Concept of Data Science แนวคิดพื้นฐานของวิทยาการข้อมูล|801|MTh|0800-0930 -|STB302|พิมผกา ธานินพงศ์
208250|Statistical Methods for Data Science วิธีเชิงสถิติสำหรับวิทยาการข้อมูล|001|Mo Th|1100-1300 1100-1300|SCB4204-05 STB107|เฉลิมรัช นนทะภา
208250|Statistical Methods for Data Science วิธีเชิงสถิติสำหรับวิทยาการข้อมูล Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|701|Mo Th|1430-1630 1430-1630|RB5101 SCB4405-06|วิสุนีย์ ผักกาด
208250|Statistical Methods for Data Science วิธีเชิงสถิติสำหรับวิทยาการข้อมูล|702|Mo Th|1430-1630 1430-1630|SCB4405-06 RB5101|กมลรัตน์ สุภาวรรณ Co-Instruc ดลภาค พรนพรัตน์
021204|Spanish 4 ภาษาสเปน 4|001|TuF|1600-1730 - -|HB5300|จิรพงษ์ ประดิษฐ์เวียงคำ
705453|Marketing for Innovation การตลาดสำหรับนวัตกรรม|001|MTh|0930-1100 - -|ฺBAB1343|ธีรกิติ นวรัตน ณ อยุธยา
021111|Spanish Listening and Speaking 1 การฟังและการพูดภาษาสเปน 1|001|MTh|1300-1430 - -|HB7608|คณาจารย์
021111|Spanish Listening and Speaking 1 การฟังและการพูดภาษาสเปน 1|701|MTh|1300-1430 - -|HB7608|คณาจารย์
178702|Jurisprudence ปรัชญากฎหมาย|001|Sa|0900-1200 - -|TBA|สมชาย ปรีชาศิลปกุล
017210|Hindi for Tourism ฮินดีสำหรับการท่องเที่ยว|001|TuF|1600-1730 - -|TBA|เสกสรรค์ สว่างศรี
178407|Foreign Legal Writing การเขียนภาษากฎหมายต่างประเทศ|001|MTh|1430-1600 - -|LB1301|อุษณีย์ เอมศิรานันท์
178407|Foreign Legal Writing การเขียนภาษากฎหมายต่างประเทศ|801|MTh|1430-1600 - -|LB1301|อุษณีย์ เอมศิรานันท์
013821|Psychology for Work Effectiveness จิตวิทยาเพื่อประสิทธิผลการทำงาน|001|Sa|1300-1600 - -|HB1310|ชูชัย สมิทธิไกร
178442|Information Law กฎหมายข้อมูลข่าวสาร|001|Mo|1630-1930 - -|TBA|ทศพล ทรรศนพรรณ Co-Instruc บุญชู ณ ป้อมเพ็ชร
178442|Information Law กฎหมายข้อมูลข่าวสาร|801|Mo|1630-1930 - -|TBA|ทศพล ทรรศนพรรณ Co-Instruc บุญชู ณ ป้อมเพ็ชร
351499|Special Problems ปัญหาพิเศษ|000|TBA|0000-0000 - -|-|เยาวเรศ เชาวนพูนผล Co-Instruc คณาจารย์
003367|Development of German Literature พัฒนาการของวรรณคดีเยอรมัน|001|MTh|1100-1230 - -|HB5340|อรรถพล เตชะพันธุ์
008232|Tourism Resources and Thai Heritage ทรัพยากรท่องเที่ยวและมรดกไทย|001|TuF|1430-1600 - -|HB5100|นันทวรรณ ม่วงใหญ่
008232|Tourism Resources and Thai Heritage ทรัพยากรท่องเที่ยวและมรดกไทย|002|MTh|0800-0930 - -|HB|นันทวรรณ ม่วงใหญ่
008232|Tourism Resources and Thai Heritage ทรัพยากรท่องเที่ยวและมรดกไทย|801|Mo|1630-1930 - -|HB5100|นันทวรรณ ม่วงใหญ่
008232|Tourism Resources and Thai Heritage ทรัพยากรท่องเที่ยวและมรดกไทย|802|Sa|1300-1600 - -|HB|นันทวรรณ ม่วงใหญ่
703712|Digital Transformation and Business Intelligence การแปลงเป็นดิจิทัลและธุรกิจอัจฉริยะ|801|TBA|09.0-16.0 - -|2402|เขมกร ไชยประสิทธิ์
106223|Materials in Sculpture วัสดุในงานประติมากรรม|001|MTu|1300-1630 - -|STUDIO6B|อุดม ฉิมภักดี
106223|Materials in Sculpture วัสดุในงานประติมากรรม|002|MTu|1300-1630 - -|STUDIO6B|สุนทร สุวรรณเหม
106223|Materials in Sculpture วัสดุในงานประติมากรรม|003|MTu|1300-1630 - -|STUDIO6B|ธัชชัย หงษ์แพง
703100|Startup and Entrepreneurship Fundamentals พื้นฐานการสร้างธุรกิจสตาร์ทอัพและการเป็นผู้ประกอบการ|001|We|0800-1100 - -|BAB1342|ดำรงศักดิ์ นภารัตน์ Co-Instruc รอม แพสุวรรณ
703100|Startup and Entrepreneurship Fundamentals พื้นฐานการสร้างธุรกิจสตาร์ทอัพและการเป็นผู้ประกอบการ|801|TBA|0000-0000 - -|TBA|รอม แพสุวรรณ Co-Instruc ดำรงศักดิ์ นภารัตน์
128471|Independent Study การศึกษาค้นคว้าอิสระ|001|TBA|0000-0000 - -|TBA|ฐิติวุฒิ บุญยวงศ์วิวัชร
702712|Investment Analysis การวิเคราะห์การลงทุน Class period 30 Aug. 2025 to 25 Oct. 2015|801|TBA|0900-1600 - -|BAB2303|ชัยวุฒิ ตั้งสมชัย
001447|Selected Topics in Linguistics หัวข้อเลือกสรรทางภาษาศาสตร์|001|MTh|1300-1430 - -|HB7802|ศุภรักษ์ เตชะเจริญรุ่งเรือง
702757|Financial Technology and Digital Asset เทคโนโลยีทางการเงินและสินทรัพย์ดิจิทัล|801|Sa|0900-1600 - -|TBA|ชานนท์ ชิงชยานุรักษ์
701211|Cost Accounting การบัญชีต้นทุน|001|MTh|0930-1100 - -|BAB 1344|มนทิพย์ ตั้งเอกจิต
701211|Cost Accounting การบัญชีต้นทุน|002|MTh|1100-1230 - -|BAB 1344|มนทิพย์ ตั้งเอกจิต
701211|Cost Accounting การบัญชีต้นทุน Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|701|TuF|1100-1230 - -|BAB 2302|มนทิพย์ ตั้งเอกจิต
701211|Cost Accounting การบัญชีต้นทุน|801|Tu|1630-1930 - -|BAB 1221|มนทิพย์ ตั้งเอกจิต
002101|French 1 ภาษาฝรั่งเศส 1|001|MTh|0800-0930 - -|HB7507|จิรวุฒิ ชัยเพ็ชร
002101|French 1 ภาษาฝรั่งเศส 1|002|MTh|0800-0930 - -|HB7506|อังศุมารินทร์ ต่อมดวงแก้ว
003101|Fundamental German 1 ภาษาเยอรมันพื้นฐาน 1|001|MTh|0800-0930 - -|HB5310|สิริน เกียรติไกรภพ
003101|Fundamental German 1 ภาษาเยอรมันพื้นฐาน 1|002|MTh|0800-0930 - -|HB5250|วรางคณา ศิริวานนท์
008220|Introduction to Hotel Industry อุตสาหกรรมโรงแรมเบื้องต้น|001|TuF|0800-0930 - -|HB5200|อนัญญา รัตนประเสริฐ
705432|Influencer Marketing การตลาดโดยใช้ผู้ทรงอิทธิพล|001|MTh|0930-1100 - -|slope ชั้น 3|ภากร กัทชลี
705432|Influencer Marketing การตลาดโดยใช้ผู้ทรงอิทธิพล|801|TBA|1630-1930 - -|TBA|ภากร กัทชลี
851898|Doctoral Thesis วิทยานิพนธ์ปริญญาเอก|000|TBA|0000-0000 - -|TBA|พิมลพรรณ ไชยนันท์ Co-Instruc นรินทร์ นำเจริญ ขวัญฟ้า ศรีประพันธ์
160415|Work in Modern Societies งานในสังคมสมัยใหม่|001|MTh|0930-1100 - -|SB 4107|ธีรพงศ์ เกตุมณี
014380|Contemporary Thai Literature วรรณกรรมไทยร่วมสมัย|001|TuF|1430-1600 - -|HB7710|อัคคภาค เล้าจินตนาศรี
702752|Financial Econometrics เศรษฐมิติทางการเงิน|801|TBA|0900-1600 - -|BAB2303|ชานนท์ ชิงชยานุรักษ์
128492|Professional Experience in Regional Public Administration ประสบการณ์วิชาชีพการบริหารราชการส่วนภูมิภาคsection นี้จัดการเรียนการสอนแบบ Modular Learning|401|TBA|0000-0000 - -|TBA|พจนา พิชิตปัจจา
127789|Selected Topics in Politics and Government หัวข้อเลือกสรรทางการเมืองและการปกครอง Class period 22 Jun. 2026 to 30 Aug. 2026|801|Su|0900-1700 - -|PSB 1307|ไพลิน ภู่จีนาพันธุ์ Co-Instruc มาลินี คุ้มสุภา
013203|Social Psychology จิตวิทยาสังคม|001|MTh|1300-1430 - -|HB7501|ภาสกร เตวิชพงศ์
013203|Social Psychology จิตวิทยาสังคม|002|TuF|0930-1100 - -|HB7307|ทัศนีย์ หอมกลิ่น
013203|Social Psychology จิตวิทยาสังคม|003|TuF|1430-1600 - -|HB7402|กมลกานต์ จีนช้าง
013203|Social Psychology จิตวิทยาสังคม|801|TuF|0930-1100 - -|HB7307|ทัศนีย์ หอมกลิ่น
013203|Social Psychology จิตวิทยาสังคม|802|MTh|1300-1430 - -|HB7501|ภาสกร เตวิชพงศ์
013203|Social Psychology จิตวิทยาสังคม|803|TuF|1430-1600 - -|HB7402|กมลกานต์ จีนช้าง
177322|Law on Business Organizations กฎหมายองค์กรทางธุรกิจ|001|MTh|1430-1600 - -|LB1401|ณัฐพงศ์ สุวรรณอินทร์
177322|Law on Business Organizations กฎหมายองค์กรทางธุรกิจ|002|MTh|1430-1600 - -|LB1201|ชัยณรงค์ เหลืองวิลัย
177322|Law on Business Organizations กฎหมายองค์กรทางธุรกิจ|003|Fr|1630-1930 - -|LB1404|ณัฐพงศ์ สุวรรณอินทร์
177322|Law on Business Organizations กฎหมายองค์กรทางธุรกิจ|004|Fr|1630-1930 - -|LB1201|ชัยณรงค์ เหลืองวิลัย
177322|Law on Business Organizations กฎหมายองค์กรทางธุรกิจ|801|Fr|1630-1930 - -|LB1404|ณัฐพงศ์ สุวรรณอินทร์
177322|Law on Business Organizations กฎหมายองค์กรทางธุรกิจ|802|Fr|1630-1930 - -|LB1201|ชัยณรงค์ เหลืองวิลัย
168101|Introduction to Feminist Concepts ความรู้เบื้องต้นเกี่ยวกับแนวคิดสตรีนิยม|001|We|0930-1230 - -|WSC|มลิวัลย์ เสนาวงษ์
015101|Beginning Pali 1 บาลีขั้นต้น 1|001|TuF|0800-0930 - -|HB7801|ระวี จันทร์ส่อง
026252|Basic Korean for Office ภาษาเกาหลีพื้นฐานในสำนักงาน|001|MTh|1430-1600 - -|HB7508|วิจิตรา เรือนสวัสดิ์ Co-Instruc ศยามล ศรสุวรรณศรี
026252|Basic Korean for Office ภาษาเกาหลีพื้นฐานในสำนักงาน|701|MTh|1430-1600 - -|HB7508|วิจิตรา เรือนสวัสดิ์ Co-Instruc ศยามล ศรสุวรรณศรี
357442|Biological Control of Insect Pests การควบคุมแมลงศัตรูพืชโดยชีววิธี 357442 มี Lab พ่วง|001|MTh|1100-1200 - -|AB1-203|บาจรีย์ ฉัตรทอง Co-Instruc CHUN-I CHIU
006460|Cooperative Education สหกิจศึกษา|000|TBA|0800-0930 - -|HB|ปริวิทย์ ไวทยาชีวะ Co-Instruc ปรรณกร แก้วรากมุข
006460|Cooperative Education สหกิจศึกษา|000|TBA|0800-0930 - -|HB|ธงชัย ภูวนาถวิจิตร Co-Instruc ทรงพันธ์ ตันตระกูล ส่งเสริม แสงทอง
006460|Cooperative Education สหกิจศึกษา|000|TBA|0800-0930 - -|TBA|อรยา พรเอี่ยมมงคล Co-Instruc ณภัทร วิศวะกุล ทรงสุดา ภู่สว่าง
015101|Beginning Pali 1 บาลีขั้นต้น 1|001|MTh|0800-0930 - -|HB7802|ระวี จันทร์ส่อง
013216|Service Psychology and Cross-Cultural Communication จิตวิทยาการบริการและการสื่อสารข้ามวัฒนธรรม|001|MTh|1600-1730 - -|HB5200|อาชว์บารมี ถปะติวงศ์
105312|Individual Painting 2 จิตรกรรมเฉพาะบุคคล 2|000|TBA|0000-0000 - -|STUDIO|กิตติ มาลีพันธุ์
105312|Individual Painting 2 จิตรกรรมเฉพาะบุคคล 2|000|TBA|0000-0000 - -|STUDIO|ชัชวาล นิลสกุล
105312|Individual Painting 2 จิตรกรรมเฉพาะบุคคล 2|000|TBA|0000-0000 - -|STUDIO|มรกต เกษเกล้า
105312|Individual Painting 2 จิตรกรรมเฉพาะบุคคล 2|000|TBA|0000-0000 - -|STUDIO|RUSHDI ANWAR
105312|Individual Painting 2 จิตรกรรมเฉพาะบุคคล 2|000|TBA|0000-0000 - -|STUDIO|อัทร์ พุ่มแตงอ่อน
105312|Individual Painting 2 จิตรกรรมเฉพาะบุคคล 2|000|TBA|0000-0000 - -|STUDIO|ศิรประภา จ่าปะคัง
105312|Individual Painting 2 จิตรกรรมเฉพาะบุคคล 2|000|TBA|0000-0000 - -|STUDIO|อภิรักษ์ เจียรพินิจนันท์
105312|Individual Painting 2 จิตรกรรมเฉพาะบุคคล 2|000|TBA|0000-0000 - -|STUDIO|วรรณวิทย์ เพ็ชรตีบ
014302|Reading การอ่าน|001|MTh|1300-1430 - -|TBA|อัคคภาค เล้าจินตนาศรี
013307|Experimental Psychology จิตวิทยาการทดลอง|001|TuF|1100-1230 - -|HB7402|อิสระ บุญญะฤทธิ์
002441|Translation 1 การแปล 1|001|MTh|0930-1100 - -|HB5300|ปาจรีย์ สุทัศน์ ณ อยุธยา
004301|Organizing the Past Through Historical Sources การจัดการอดีตผ่านเอกสารประวัติศาสตร์|001|TuF|0930-1100 - -|HB7608|ปิยวิศว์ มูลขำ Co-Instruc ทินกฤต สิรีรัตน์
701313|Managerial Accounting การบัญชีเพื่อการบริหาร|001|MTh|0930-1100 - -|BAB 1323|จอมใจ แซมเพชร
701313|Managerial Accounting การบัญชีเพื่อการบริหาร|002|MTh|1100-1230 - -|BAB 1323|เอื้อบุญ เอกะสิงห์
701313|Managerial Accounting การบัญชีเพื่อการบริหาร Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|701|TuF|0930-1100 - -|BAB 2303|เอื้อบุญ เอกะสิงห์ Co-Instruc จอมใจ แซมเพชร
701313|Managerial Accounting การบัญชีเพื่อการบริหาร|801|Mo|1630-1930 - -|BAB 1222|เอื้อบุญ เอกะสิงห์ Co-Instruc จอมใจ แซมเพชร
001312|Advanced Essay Writing การเขียนเรียงความขั้นสูง|001|TuF|1100-1230 - -|TBA|คณาจารย์
001312|Advanced Essay Writing การเขียนเรียงความขั้นสูง|002|TuF|1100-1230 - -|TBA|คณาจารย์
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|001|TBA|TBA-TBA - -|TBA|ธัญณ์ณภัทร์ เจริญพานิช
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|002|TBA|TBA-TBA - -|TBA|มาลินี คุ้มสุภา
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|003|TBA|TBA-TBA - -|TBA|ณัฐพล ตันตระกูลทรัพย์
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|004|TBA|TBA-TBA - -|TBA|ชนินทร เพ็ญสูตร
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|005|TBA|TBA-TBA - -|TBA|ณัฐกร วิทิตานนท์
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|006|TBA|TBA-TBA - -|TBA|ภาณุวัฒน์ พันธุ์ประเสริฐ
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|007|TBA|TBA-TBA - -|TBA|สุพิชฌาย์ ปัญญา
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|008|TBA|TBA-TBA - -|TBA|ราม โชติคุต
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|009|TBA|TBA-TBA - -|TBA|ฉัตรทิพย์ ชัยฉกรรจ์
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|010|TBA|TBA-TBA - -|TBA|วันพัฒน์ ยังมีวิทยา
127400|Independent Studies in Political Science การวิจัยค้นคว้าอิสระทางรัฐศาสตร์|011|TBA|TBA-TBA - -|TBA|ณิศนีญ์ ชัยประกอบวิริยะ
154388|Urban Geography ภูมิศาสตร์เมือง|001|MTh|1100-1230 - -|SB4106|วันเพ็ญ เจริญตระกูลปีติ
751805|Advanced Econometric Methods วิธีการทางเศรษฐมิติขั้นสูง|701|TBA|0000-0000 - -|TBA|วรพล ยะมะกะ
701331|Accounting Information Systems ระบบสารสนเทศทางการบัญชี|001|MTh|1300-1430 - -|BAB 1221|ดุรยา สุขถมยา
701331|Accounting Information Systems ระบบสารสนเทศทางการบัญชี|002|MTh|1430-1600 - -|BAB 1221|ดุรยา สุขถมยา
701331|Accounting Information Systems ระบบสารสนเทศทางการบัญชี Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|701|MTh|0930-1100 - -|BAB 2303|ดุรยา สุขถมยา
701331|Accounting Information Systems ระบบสารสนเทศทางการบัญชี|801|Tu|1630-1930 - -|BAB 1332|ดุรยา สุขถมยา
701331|Accounting Information Systems ระบบสารสนเทศทางการบัญชี|802|-|--- - -|-|คณาจารย์
013799|Master's Thesis วิทยานิพนธ์ปริญญาโท|000|TBA|1300-1600 - -|TBA|ณฐวัฒน์ ล่องทอง
176101|Introduction to Law ความรู้เบื้องต้นเกี่ยวกับกฎหมายทั่วไป|001|MTh|1430-1600 - -|ห้องประชุมใหญ่นิติศาสตร์|สุธาสินี สุภา
176101|Introduction to Law ความรู้เบื้องต้นเกี่ยวกับกฎหมายทั่วไป|002|TuF|0800-0930 - -|ห้องประชุมใหญ่นิติศาสตร์|อัษฎายุทธ ผลภาค
176101|Introduction to Law ความรู้เบื้องต้นเกี่ยวกับกฎหมายทั่วไป|003|MTh|0930-1100 - -|LB1404|วสุ สิงหัษฐิต
176101|Introduction to Law ความรู้เบื้องต้นเกี่ยวกับกฎหมายทั่วไป|004|TuF|1430-1600 - -|LB1404|สาลิณี ภู่รุ่งเรืองผล
176101|Introduction to Law ความรู้เบื้องต้นเกี่ยวกับกฎหมายทั่วไป|008|TuF|1100-1230 - -|ห้องประชุมใหญ่นิติศาสตร์|สาลิณี ภู่รุ่งเรืองผล
127428|Youth Politics and Popular Culture การเมืองของคนรุ่นใหม่กับวัฒนธรรมประชานิยม|001|MTh|0930-1100 - -|PSB 1311|มาลินี คุ้มสุภา
001410|Oral Expression 3 การพูด 3|001|MTh|1300-1430 - -|RB3307|คณาจารย์
001410|Oral Expression 3 การพูด 3|002|MTh|1300-1430 - -|HB7708|คณาจารย์
001410|Oral Expression 3 การพูด 3|801|TBA|1630-1930 - -|TBA|คณาจารย์
751302|Microeconomic Theory 2 ทฤษฎีเศรษฐศาสตร์จุลภาค 2|001|MTh|1100-1230 - -|ECB.2301|จารึก สิงหปรีชา
751302|Microeconomic Theory 2 ทฤษฎีเศรษฐศาสตร์จุลภาค 2|002|TuF|0800-0930 - -|ECB.1404|ชัยวัฒน์ นิ่มอนุสสรณ์กุล Co-Instruc ผทัยรัตน์ ภาสน์พิพัฒน์กุล
751302|Microeconomic Theory 2 ทฤษฎีเศรษฐศาสตร์จุลภาค 2|003|MTh|0930-1100 - -|ECB.1402|จิราคม สิริศรีสกุลชัย
751302|Microeconomic Theory 2 ทฤษฎีเศรษฐศาสตร์จุลภาค 2|004|TuF|0930-1100 - -|ECB.1405|ชลระดา หนันติ๊
751302|Microeconomic Theory 2 ทฤษฎีเศรษฐศาสตร์จุลภาค 2|005|TuF|1100-1230 - -|ECB.1405|ชลระดา หนันติ๊
751302|Microeconomic Theory 2 ทฤษฎีเศรษฐศาสตร์จุลภาค 2|006|TuF|1300-1430 - -|ECB.2302|เบญจพล พรหมมาวิน
751302|Microeconomic Theory 2 ทฤษฎีเศรษฐศาสตร์จุลภาค 2|007|TuF|1100-1230 - -|ECB.1402|จิราคม สิริศรีสกุลชัย
751302|Microeconomic Theory 2 ทฤษฎีเศรษฐศาสตร์จุลภาค 2|008|TuF|1300-1430 - -|ECB.1201|จิราคม สิริศรีสกุลชัย
751302|Microeconomic Theory 2 ทฤษฎีเศรษฐศาสตร์จุลภาค 2|702|TuF|1100-1230 - -|ECB.2302|เบญจพล พรหมมาวิน
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|001|MTh|0800-0930 - -|HB7702|นิตยา วงศ์ใหญ่
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|002|MTh|1100-1230 - -|HB6240|นิตยา วงศ์ใหญ่
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|003|MTh|1300-1430 - -|HB7604|นิตยา วงศ์ใหญ่
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|004|MTh|1430-1600 - -|HB7604|นิตยา วงศ์ใหญ่
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|005|TuF|0930-1100 - -|RB3410|มารุต สิงห์โทราช
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|006|TuF|1100-1230 - -|RB5105|นราธิป ปิติธนบดี
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|007|TuF|1300-1430 - -|HB7702|มารุต สิงห์โทราช
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|008|TuF|1430-1600 - -|HB5200|มารุต สิงห์โทราช
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|009|TuF|0800-0930 - -|HB5200|มารุต สิงห์โทราช
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|701|MTh|0930-1100 - -|RB5209|ผุสดี นนทคำจันทร์
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|801|Sa|0900-1200 - -|TBA|มารุต สิงห์โทราช
009103|Information Literacy and Information Presentation การรู้สารสนเทศและการนำเสนอสารสนเทศ|802|Sa|1300-1600 - -|TBA|นิตยา วงศ์ใหญ่
705439|Business Exhibition and Trade Fair การจัดการธุรกิจจัดนิทรรศการและงานแสดงสินค้า|001|MTh|0930-1100 - -|BAB1332|อธิชา แขวงโสภา
705439|Business Exhibition and Trade Fair การจัดการธุรกิจจัดนิทรรศการและงานแสดงสินค้า|801|Mo|1630-1930 - -|ฺBAB1342|อธิชา แขวงโสภา
705439|Business Exhibition and Trade Fair การจัดการธุรกิจจัดนิทรรศการและงานแสดงสินค้า|802|Tu|1630-1930 - -|BAB1342|อธิชา แขวงโสภา
702797|Master’s Thesis วิทยานิพนธ์ปริญญาโท|000|TBA|0900-1600 - -|BAB2303|รวี ลงกานี
001362|English Literature for Young People วรรณกรรมภาษาอังกฤษสำหรับเยาวชน|001|TuF|1430-1600 - -|HB7509|เกวลิน แก้วเรือน
703303|Sustainable Business Management การจัดการธุรกิจเพื่อความยั่งยืน|001|MTh|1100-1230 - -|BAB1222|พิชญลักษณ์ พิชญกุล
703303|Sustainable Business Management การจัดการธุรกิจเพื่อความยั่งยืน|801|MTh|1100-1230 - -|BAB1222|พิชญลักษณ์ พิชญกุล
703797|Academic Literature Writing การเขียนวรรณกรรมเชิงวิชาการ|801|SaSu|0900-1600 - -|TBA|ชัยวุฒิ ตั้งสมชัย
703797|Academic Literature Writing การเขียนวรรณกรรมเชิงวิชาการ|802|SaSu|0900-1600 - -|TBA|พิชญลักษณ์ พิชญกุล
703797|Academic Literature Writing การเขียนวรรณกรรมเชิงวิชาการ|803|SaSu|0900-1600 - -|TBA|นิยตา กาวีวงศ์
703797|Academic Literature Writing การเขียนวรรณกรรมเชิงวิชาการ|804|SaSu|0000-0000 - -|TBA|วรรณัย สายประเสริฐ
703797|Academic Literature Writing การเขียนวรรณกรรมเชิงวิชาการ|805|SaSu|0900-1600 - -|TBA|ดุรยา สุขถมยา
703797|Academic Literature Writing การเขียนวรรณกรรมเชิงวิชาการ|806|SaSu|0900-1600 - -|TBA|ตุลยา ตุลาดิลก
703797|Academic Literature Writing การเขียนวรรณกรรมเชิงวิชาการ|807|SaSu|0900-1600 - -|TBA|เรนัส เสริมบุญสร้าง
703797|Academic Literature Writing การเขียนวรรณกรรมเชิงวิชาการ|808|SaSu|0900-1600 - -|TBA|อธิชา แขวงโสภา
703797|Academic Literature Writing การเขียนวรรณกรรมเชิงวิชาการ|810|TBA|09.0-16.0 - -|TBA|เขมกร ไชยประสิทธิ์
703712|Digital Transformation and Business Intelligence การแปลงเป็นดิจิทัลและธุรกิจอัจฉริยะ|801|TBA|09.0-16.0 - -|2402|เขมกร ไชยประสิทธิ์
006343|Happiness in Family and Community ความสุขในครอบครัวและชุมชน|001|TuF|1430-1600 - -|HB7604|ส่งเสริม แสงทอง
049332|Advertising Fictions: Past, Present, and Future นิยายโฆษณาการ: อดีต ปัจจุบัน และอนาคต Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|001|TuF|1300-1430 - -|HB7708|LAUREN REBECCA CLARK
049332|Advertising Fictions: Past, Present, and Future นิยายโฆษณาการ: อดีต ปัจจุบัน และอนาคต Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|701|TuF|1300-1430 - -|HB7708|LAUREN REBECCA CLARK
154377|Multimedia Cartography การทำแผนที่มัลติมีเดีย 154377 มี Lab พ่วง|001|MTh|1630-1830 - -|Lab GI|ศักดิ์ดา หอมหวล
705411|Marketing Analytics การวิเคราะห์ทางการตลาด|001|TuF|0930-1100 - -|ห้อง Computer ชั้น 1|เอก บุญเจือ
705411|Marketing Analytics การวิเคราะห์ทางการตลาด|002|TuF|1100-1230 - -|ห้อง Computer ชั้น 1|เอก บุญเจือ
705411|Marketing Analytics การวิเคราะห์ทางการตลาด|801|Tu|1630-1930 - -|ห้อง Computer ชั้น 1|เอก บุญเจือ
705411|Marketing Analytics การวิเคราะห์ทางการตลาด|802|We|1630-1930 - -|ห้อง Computer ชั้น 1|เอก บุญเจือ
705411|Marketing Analytics การวิเคราะห์ทางการตลาด|803|Fr|1630-1930 - -|ห้อง Computer ชั้น 1|เอก บุญเจือ
