code|name|sec|day|time|room|lecturer
201114|Environmental Science in Today’s World วิทยาศาสตร์สิ่งแวดล้อมในโลกปัจจุบัน|001|TuF|1100-1230 -|SCB2100|ณัตติพร ยะบึง Co-Instruc เดีย พนิตนาถ แชนนอน ธนียา เจติยานุกรกุล สุทธาธร ไชยเรืองศรี ว่าน วิริยา ณัตติพร ยะบึง สุภัทรชัย ศักดิ์สกุลไกร
201114|Environmental Science in Today’s World วิทยาศาสตร์สิ่งแวดล้อมในโลกปัจจุบัน|002|TuF|1430-1600 -|CB2440|ณัตติพร ยะบึง Co-Instruc เดีย พนิตนาถ แชนนอน ธนียา เจติยานุกรกุล สุทธาธร ไชยเรืองศรี ว่าน วิริยา ณัตติพร ยะบึง สุภัทรชัย ศักดิ์สกุลไกร
201114|Environmental Science in Today’s World วิทยาศาสตร์สิ่งแวดล้อมในโลกปัจจุบัน|003|TuF|1430-1600 -|CB2440|ณัตติพร ยะบึง Co-Instruc เดีย พนิตนาถ แชนนอน ธนียา เจติยานุกรกุล สุทธาธร ไชยเรืองศรี ว่าน วิริยา ณัตติพร ยะบึง สุภัทรชัย ศักดิ์สกุลไกร
201114|Environmental Science in Today’s World วิทยาศาสตร์สิ่งแวดล้อมในโลกปัจจุบัน section นี้จัดการเรียนการสอนแบบ Modular Learning Class period 22 Jun. 2026 to 18 Oct. 2026|401|TBA|TBA-TBA -|TBA ดูแผนที่|ณัตติพร ยะบึง Co-Instruc เดีย พนิตนาถ แชนนอน ธนียา เจติยานุกรกุล สุทธาธร ไชยเรืองศรี ว่าน วิริยา ณัตติพร ยะบึง สุภัทรชัย ศักดิ์สกุลไกร
206111|Calculus 1 แคลคูลัส 1|001|MTh|0800-0930 -|SCB4201 ดูแผนที่|หทัยรัตน์ ยิ่งทวีสิทธิกุล
206111|Calculus 1 แคลคูลัส 1|002|MTh|1100-1230 -|MB2213-14|วารุนันท์ อินถาก้อน
229352|Statistical Learning for Data Science 2 การเรียนรู้เชิงสถิติสำหรับวิทยาการข้อมูล 2|001|Tu Fr|0900-1100 0900-1100|TBA SCB4202|ดลภาค พรนพรัตน์
206112|Calculus 2 แคลคูลัส 2|001|MTh|0800-0930 -|SCB1100|สมลักษณ์ อุตุดี
206112|Calculus 2 แคลคูลัส 2|002|MTh|1100-1230 -|SCB2100 ไม่รับ Add มือ|ชัยพร ตั้งทอง
206112|Calculus 2 แคลคูลัส 2|003|TuF|0930-1100 -|SCB3100|อัญชลี เข็มเพ็ชร์
206112|Calculus 2 แคลคูลัส 2|004|MTh|1100-1230 -|MB2212|เฉลิมพล บุญปก
176100|Law and Modern World กฎหมายและโลกสมัยใหม่|002|MTh|1300-1430 -|ห้องประชุมใหญ่นิติศาสตร์|กฤษณ์พชร โสมณวัตร Co-Instruc ปารณ บุญช่วย
176100|Law and Modern World กฎหมายและโลกสมัยใหม่|701|TuF|0930-1100 -|LB1402|นัทมน คงเจริญ
851100|Introduction to Communication for Entrepreneurs การสื่อสารเบื้องต้นสำหรับผู้ประกอบการ|001|MTh|0930-1100 -|MCB2301|ณหทัย แสนมงคล Co-Instruc คณาจารย์
851100|Introduction to Communication for Entrepreneurs การสื่อสารเบื้องต้นสำหรับผู้ประกอบการ|002|TuF|1300-1430 -|MCB2301|ณหทัย แสนมงคล Co-Instruc คณาจารย์
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน|001|TBA|0000-0000 -|MANGO Canvas Online|ศุภรดา ประภาวงศ์
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน|002|TBA|0000-0000 -|MANGO Canvas Online|เสฏฐี บุญชู
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน|003|TBA|0000-0000 -|MANGO Canvas Online|ศุภรดา ประภาวงศ์
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน|004|TBA|0000-0000 -|MANGO Canvas Online|เสฏฐี บุญชู
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน|005|TBA|0000-0000 -|MANGO Canvas Online|ศุภรดา ประภาวงศ์
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน|006|TBA|0000-0000 -|MANGO Canvas Online|เสฏฐี บุญชู
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน|007|TBA|0000-0000 -|MANGO Canvas Online|ศุภรดา ประภาวงศ์
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน|008|TBA|0000-0000 -|MANGO Canvas Online|เสฏฐี บุญชู
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน|009|TBA|0000-0000 -|MANGO Canvas Online|ศุภรดา ประภาวงศ์ Co-Instruc เสฏฐี บุญชู
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน section นี้จัดการเรียนการสอนแบบ Modular Learning|401|TBA|0000-0000 -|MANGO Canvas Online|ศุภรดา ประภาวงศ์ Co-Instruc เสฏฐี บุญชู
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน section นี้จัดการเรียนการสอนแบบ Modular Learning|471|TBA|0000-0000 -|MANGO Canvas Online|ศุภรดา ประภาวงศ์ Co-Instruc เสฏฐี บุญชู
951100|Modern Life and Animation ชีวิตสมัยใหม่กับแอนนิเมชัน|701|TBA|0000-0000 -|MANGO Canvas Online ดูแผนที่|เสฏฐี บุญชู Co-Instruc ศุภรดา ประภาวงศ์
229352|Statistical Learning for Data Science 2 การเรียนรู้เชิงสถิติสำหรับวิทยาการข้อมูล 2|001|Tu Fr|0900-1100 0900-1100|SCB4405-6 SCB4202|ดลภาค พรนพรัตน์
206111|Calculus 1 แคลคูลัส 1|001|MTh|1100-1230 -|SCB3100|วารุนันท์ อินถาก้อน
206111|Calculus 1 แคลคูลัส 1|002|MTh|1100-1230 -|RB5201|หทัยรัตน์ ยิ่งทวีสิทธิกุล
206111|Calculus 1 แคลคูลัส 1|003|MTh|1100-1230 -|MB2211|ปรียานุช โหนแหยม
206111|Calculus 1 แคลคูลัส 1|004|MTh|1300-1430 -|RB5101|ชัยพร ตั้งทอง
206111|Calculus 1 แคลคูลัส 1|005|MTh|0800-0930 -|SCB1100|อัญชลี เข็มเพ็ชร์
206441|Nonlinear Ordinary Differential Equations สมการเชิงอนุพันธ์สามัญไม่เชิงเส้น|001|TuF|1300-1430 -|TBA|ธีรนุช สืบเจริญ
201114|Environmental Science in Today’s World วิทยาศาสตร์สิ่งแวดล้อมในโลกปัจจุบัน|001|TuF|1100-1230 -|SCB2100 ตึก 40 ปี คณะวิทย์ฯ|สุทธาธร ไชยเรืองศรี Co-Instruc เดีย พนิตนาถ แชนนอน ธนียา เจติยานุกรกุล สุทธาธร ไชยเรืองศรี ว่าน วิริยา ณัตติพร ยะบึง สุภัทรชัย ศักดิ์สกุลไกร
201114|Environmental Science in Today’s World วิทยาศาสตร์สิ่งแวดล้อมในโลกปัจจุบัน|002|MTh|1100-1230 -|SCB3100 ตึกด้านหลังภาควิชาธรณีวิทยา|สุทธาธร ไชยเรืองศรี Co-Instruc เดีย พนิตนาถ แชนนอน ธนียา เจติยานุกรกุล สุทธาธร ไชยเรืองศรี ว่าน วิริยา ณัตติพร ยะบึง สุภัทรชัย ศักดิ์สกุลไกร
201114|Environmental Science in Today’s World วิทยาศาสตร์สิ่งแวดล้อมในโลกปัจจุบัน Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|701|MTh|0930-1100 -|BB1-A101 ภาควิชาชีววิทยา|ภูมิศร์ ทับทิมแดง Co-Instruc วาทิต โคกทอง กุลภา ชนะวรรโณ ภูมิศร์ ทับทิมแดง ณัฐวุฒิ สารีอินทร์
204472|Natural Language Processing การประมวลผลภาษาธรรมชาติ|001|MTh|1100-1230 -|CSB100|ประภาพร เตชอังกูร
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|001|MTh|0800-0930 -|RB5302|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|002|MTh|0800-0930 -|RB5207|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|006|MTh|1100-1230 -|RB3308|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|008|MTh|1100-1230 -|RB3410|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|015|MTh|0930-1100 -|RB5204|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|016|MTh|0930-1100 -|RB5207|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|043|MTh|1300-1430 -|RB5102|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|044|MTh|1300-1430 -|RB5303|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|057|MTh|1430-1600 -|RB5207|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|059|MTh|1430-1600 -|RB3206|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|070|TuF|0800-0930 -|RB5410|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|071|TuF|0800-0930 -|RB5304|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|085|TuF|0930-1100 -|RB5204|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|090|TuF|0930-1100 -|RB5209|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|099|TuF|1100-1230 -|RB5309|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|100|TuF|1100-1230 -|RB5308|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|113|TuF|1300-1430 -|RB5203|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|114|TuF|1300-1430 -|RB5204|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|127|TuF|1430-1600 -|RB3208|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|128|TuF|1430-1600 -|RB5303|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|701|TBA|0000-0000 -|TBA|คณาจารย์
001201|Critical Reading and Effective Writing การอ่านอย่างมีวิจารณญาณและการเขียนอย่างมีประสิทธิภาพ|801|TBA|0000-0000 -|TBA|คณาจารย์
703103|Introduction to Entrepreneurship and Business การเป็นผู้ประกอบการและธุรกิจเบื้องต้น|001|TuF|0930-1100 -|Online|กุลสิรี โค้วสุวรรณ์ Co-Instruc วรัทยา แจ้งกระจ่าง นิยตา กาวีวงศ์ อดิศักดิ์ ธีรานุพัฒนา สิริวุฒิ บูรณพิร พิชญลักษณ์ พิชญกุล ศิรวัจน์ ธีราโสภณพงศ์ รอม แพสุวรรณ วรรณัย สายประเสริฐ กันตธัช อัมรานนท์ เขมกร ไชยประสิทธิ์ ศรัญญา กันตะบุตร ดำรงศักดิ์ นภารัตน์ สายนที เฉินบำรุง
703103|Introduction to Entrepreneurship and Business การเป็นผู้ประกอบการและธุรกิจเบื้องต้น|002|TuF|1100-1230 -|Online|ศิรวัจน์ ธีราโสภณพงศ์ Co-Instruc วรัทยา แจ้งกระจ่าง นิยตา กาวีวงศ์ อดิศักดิ์ ธีรานุพัฒนา สิริวุฒิ บูรณพิร พิชญลักษณ์ พิชญกุล รอม แพสุวรรณ วรรณัย สายประเสริฐ กันตธัช อัมรานนท์ เขมกร ไชยประสิทธิ์ ศรัญญา กันตะบุตร กุลสิรี โค้วสุวรรณ์ ดำรงศักดิ์ นภารัตน์ สายนที เฉินบำรุง
703103|Introduction to Entrepreneurship and Business การเป็นผู้ประกอบการและธุรกิจเบื้องต้น|003|MTh|0930-1100 -|Online|กุลสิรี โค้วสุวรรณ์ Co-Instruc วรัทยา แจ้งกระจ่าง นิยตา กาวีวงศ์ อดิศักดิ์ ธีรานุพัฒนา สิริวุฒิ บูรณพิร พิชญลักษณ์ พิชญกุล ศิรวัจน์ ธีราโสภณพงศ์ รอม แพสุวรรณ วรรณัย สายประเสริฐ กันตธัช อัมรานนท์ เขมกร ไชยประสิทธิ์ ศรัญญา กันตะบุตร ดำรงศักดิ์ นภารัตน์ สายนที เฉินบำรุง
703103|Introduction to Entrepreneurship and Business การเป็นผู้ประกอบการและธุรกิจเบื้องต้น|004|MTh|1100-1230 -|Online|กุลสิรี โค้วสุวรรณ์ Co-Instruc วรัทยา แจ้งกระจ่าง นิยตา กาวีวงศ์ อดิศักดิ์ ธีรานุพัฒนา สิริวุฒิ บูรณพิร พิชญลักษณ์ พิชญกุล ศิรวัจน์ ธีราโสภณพงศ์ รอม แพสุวรรณ วรรณัย สายประเสริฐ กันตธัช อัมรานนท์ เขมกร ไชยประสิทธิ์ ศรัญญา กันตะบุตร ดำรงศักดิ์ นภารัตน์ สายนที เฉินบำรุง
703103|Introduction to Entrepreneurship and Business การเป็นผู้ประกอบการและธุรกิจเบื้องต้น|801|Sa|0900-1200 -|Online|ศิรวัจน์ ธีราโสภณพงศ์ Co-Instruc วรัทยา แจ้งกระจ่าง นิยตา กาวีวงศ์ อดิศักดิ์ ธีรานุพัฒนา สิริวุฒิ บูรณพิร พิชญลักษณ์ พิชญกุล รอม แพสุวรรณ วรรณัย สายประเสริฐ กันตธัช อัมรานนท์ เขมกร ไชยประสิทธิ์ ศรัญญา กันตะบุตร กุลสิรี โค้วสุวรรณ์ ดำรงศักดิ์ นภารัตน์ สายนที เฉินบำรุง
204100|Artificial Intelligence and Digital Essentials เรื่องน่ารู้ทางปัญญาประดิษฐ์และดิจิทัล|001|TBA|0000-0000 -|Mango|กมลภพ ศรีโสภา
204100|Artificial Intelligence and Digital Essentials เรื่องน่ารู้ทางปัญญาประดิษฐ์และดิจิทัล|002|TBA|0000-0000 -|Mango|ปราการ อุณจักร
204100|Artificial Intelligence and Digital Essentials เรื่องน่ารู้ทางปัญญาประดิษฐ์และดิจิทัล|003|TBA|0000-0000 -|Mango|ประภาพร เตชอังกูร
204100|Artificial Intelligence and Digital Essentials เรื่องน่ารู้ทางปัญญาประดิษฐ์และดิจิทัล|701|TBA|0000-0000 -|Mango|กมลภพ ศรีโสภา Co-Instruc ประภาพร เตชอังกูร ปราการ อุณจักร
204100|Artificial Intelligence and Digital Essentials เรื่องน่ารู้ทางปัญญาประดิษฐ์และดิจิทัล|801|Sa|0900-1200 -|Mango|กมลภพ ศรีโสภา Co-Instruc ประภาพร เตชอังกูร ปราการ อุณจักร
206111|Calculus 1 แคลคูลัส 1|001|MTh|1100-1230 -|SCB3100|วารุนันท์ อินถาก้อน
206111|Calculus 1 แคลคูลัส 1|002|MTh|1100-1230 -|RB5201|หทัยรัตน์ ยิ่งทวีสิทธิกุล
206111|Calculus 1 แคลคูลัส 1|003|MTh|1100-1230 -|MB2211|อัญชลี เข็มเพ็ชร์
206111|Calculus 1 แคลคูลัส 1|004|MTh|1300-1430 -|MB2211|ชัยพร ตั้งทอง
206111|Calculus 1 แคลคูลัส 1|005|MTh|0800-0930 -|SCB1100|เป็นหญิง โรจนกุล
851103|Life and Society through Media ชีวิตและสังคมผ่านสื่อ|001|MTh|1300-1430 -|MCB2301|ปิยะพงษ์ อิงไธสง Co-Instruc นันทสิทธิ์ กิตติวรากูล
851103|Life and Society through Media ชีวิตและสังคมผ่านสื่อ|801|Sa|0900-1200 -|BAB1322|ปิยะพงษ์ อิงไธสง Co-Instruc พุทธชาติ หงสกุล ณหทัย แสนมงคล
207187|Physics 1 ฟิสิกส์ 1|001|TuF|0800-0930 -|PB1-230|จตุพร สายสุด Co-Instruc อุดมรัตน์ ทิพวรรณ
204471|Artificial Intelligence ปัญญาประดิษฐ์|001|MTh|1300-1430 -|CSB209|ปราการ อุณจักร
851100|Introduction to Communication for Entrepreneurs การสื่อสารเบื้องต้นสำหรับผู้ประกอบการ|001|TuF|1430-1600 -|MCB2301|ณหทัย แสนมงคล Co-Instruc คณาจารย์
851100|Introduction to Communication for Entrepreneurs การสื่อสารเบื้องต้นสำหรับผู้ประกอบการ Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|002|TuF|0930-1100 -|MCB2311|ณฐนันท์ กาญจนคูหา Co-Instruc ร่มธรรม ศรีสุโข
851100|Introduction to Communication for Entrepreneurs การสื่อสารเบื้องต้นสำหรับผู้ประกอบการ Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|701|TuF|1430-1600 -|MCB2305|อภิภู กิติกำธร Co-Instruc อัคริมา นันทนาสิทธิ์
204320|Database Management การจัดการฐานข้อมูล|001|Tu Fr|0900-1100 0900-1100|CSB210 CSB301|วิจักษณ์ ศรีสัจจะเลิศวาจา
204381|Numerical Computation and Software การคำนวณเชิงตัวเลขและซอฟต์แวร์|001|MTh|0800-0930 -|TBA|จักรเมธ บุตรกระจ่าง
206470|Probability 2 ความน่าจะเป็น 2|001|MTh|1300-1430 -|SCB4302|ภาคภูมิ เพ็ชรประดับ
057137|Sports for Health กีฬาเพื่อสุขภาพ|001|TuF|0930-1100 -|EB9202 ชั้น 2 อาคาร 9|สราวุฒิ พงษ์พิพัฒน์
229323|Data Manipulation for Data Science การจัดดำเนินการข้อมูลสำหรับด้านวิทยาการข้อมูล|001|Mo Th|1230-1430 1230-1430|CSB307 CSB207|เสมอแข สมหอม
229323|Data Manipulation for Data Science การจัดดำเนินการข้อมูลสำหรับด้านวิทยาการข้อมูล|002|Mo Th|1230-1430 1230-1430|CSB308 CSB210|เมทินี เขียวกันยะ
206471|Introduction to Actuarial Mathematics คณิตศาสตร์ประกันภัยเบื้องต้น|001|MTh|1100-1230 -|SCB4301|ภาคภูมิ เพ็ชรประดับ
204320|Database Management การจัดการฐานข้อมูล|001|Mo Th|0800-1000 0800-1000|CSB210 CSB308|วิจักษณ์ ศรีสัจจะเลิศวาจา
204320|Database Management การจัดการฐานข้อมูล|002|Mo Th|0800-1000 0800-1000|CSB100 CSB307|ดุษฎี ประเสริฐธิติพงษ์
851100|Introduction to Communication for Entrepreneurs การสื่อสารเบื้องต้นสำหรับผู้ประกอบการ|001|MTh|0930-1100 -|MCB2301|ณหทัย แสนมงคล Co-Instruc คณาจารย์ อัคริมา นันทนาสิทธิ์
851100|Introduction to Communication for Entrepreneurs การสื่อสารเบื้องต้นสำหรับผู้ประกอบการ|002|TuF|1300-1430 -|MCB2301|ณหทัย แสนมงคล Co-Instruc คณาจารย์ ศุภฤกษ์ โพธิไพรัตนา
204306|Ethics for Computer Professionals จริยธรรมสำหรับผู้ประกอบวิชาชีพคอมพิวเตอร์|001|Th|0830-0930 -|CSB100|วรวุฒิ ศรีสุขคำ
206355|Numerical Method วิธีเชิงตัวเลข Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|001|MTh|1100-1230 -|SCB4303 ดูแผนที่|ณัฐพล พลอยมะกล่ำ
229123|Fundamental Concept of Data Science แนวคิดพื้นฐานของวิทยาการข้อมูล|001|MTh|0800-0930 -|GB100|พิมผกา ธานินพงศ์
206300|Mathematics of Finance and Insurance คณิตศาสตร์การเงินและการประกันภัย|001|TuF|0930-1100 -|MB2213-14|ณัฐกร สุคันธมาลา
204453|Pattern Recognition การรู้จำแบบ|001|Mo Th|1430-1630 1430-1630|CSB201 CSB303|ชุมพล บุญคุ้มพรภัทร
140104|Citizenship การเป็นพลเมือง|001|MTh|0930-1100 -|Online|ชนินทร เพ็ญสูตร
140104|Citizenship การเป็นพลเมือง|002|MTh|1100-1230 -|Online|ชนินทร เพ็ญสูตร
140104|Citizenship การเป็นพลเมือง|003|MTh|1300-1430 -|Online|ไพลิน ภู่จีนาพันธุ์
140104|Citizenship การเป็นพลเมือง|004|MTh|1430-1600 -|Online|ชนินทร เพ็ญสูตร
140104|Citizenship การเป็นพลเมือง|005|MTh|1430-1600 -|Online|ไพลิน ภู่จีนาพันธุ์
140104|Citizenship การเป็นพลเมือง|006|TuF|0930-1100 -|Online|ชนินทร เพ็ญสูตร
140104|Citizenship การเป็นพลเมือง|007|TuF|1100-1230 -|Online|ชนินทร เพ็ญสูตร
140104|Citizenship การเป็นพลเมือง|008|TuF|1300-1430 -|Online|ไพลิน ภู่จีนาพันธุ์
140104|Citizenship การเป็นพลเมือง|009|TuF|1430-1600 -|Online|ไพลิน ภู่จีนาพันธุ์
140104|Citizenship การเป็นพลเมือง|010|TuF|0930-1100 -|Online|ชนินทร เพ็ญสูตร
140104|Citizenship การเป็นพลเมือง|011|TuF|1100-1230 -|Online|ชนินทร เพ็ญสูตร
140104|Citizenship การเป็นพลเมือง|012|TuF|1300-1430 -|Online|ไพลิน ภู่จีนาพันธุ์
140104|Citizenship การเป็นพลเมือง|013|TuF|1430-1600 -|Online|ไพลิน ภู่จีนาพันธุ์
140104|Citizenship การเป็นพลเมือง|014|TuF|1100-1230 -|Online|ชนินทร เพ็ญสูตร
140104|Citizenship การเป็นพลเมือง|015|TuF|1300-1430 -|ออนไลน์|ไพลิน ภู่จีนาพันธุ์
140104|Citizenship การเป็นพลเมือง Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|701|MTh|1430-1600 -|Online|ภาณุวัฒน์ พันธุ์ประเสริฐ
140104|Citizenship การเป็นพลเมือง|802|MTh|1430-1600 -|ออนไลน์|ไพลิน ภู่จีนาพันธุ์
140104|Citizenship การเป็นพลเมือง|803|TuF|1430-1600 -|ออนไลน์|ชนินทร เพ็ญสูตร
204383|Image Processing การประมวลผลภาพ|001|TuF|1100-1230 -|CSB209|วาริน เชาวทัต
206355|Numerical Method วิธีเชิงตัวเลข Teaching medium is in English/เรียนเป็นภาษาอังกฤษ|001|MTh|1100-1230 -|SCB4201|สุทธิดา วงศ์แก้ว
176100|Law and Modern World กฎหมายและโลกสมัยใหม่|002|MTh|1300-1430 -|ห้องประชุมใหญ่นิติศาสตร์|กฤษณ์พชร โสมณวัตร
176100|Law and Modern World กฎหมายและโลกสมัยใหม่|701|TuF|0930-1100 -|LB1402|นัทมน คงเจริญ
202101|Basic Biology 1 ชีววิทยาพื้นฐาน 1|001|MTh|0930-1100 -|PB2100 ดูแผนที่|อุษาวดี ชนสุต Co-Instruc อิทธญากรณ์ พรหมพุทธา สุทธาธร ไชยเรืองศรี อรุโณทัย จำปีทอง สวัสดิ์ สนิทจันทร์ จารุณี จูงกลาง มัสลิน โอสถานันต์กุล
202101|Basic Biology 1 ชีววิทยาพื้นฐาน 1|002|MTh|1430-1600 -|PB2100 ดูแผนที่|อุษาวดี ชนสุต Co-Instruc อิทธญากรณ์ พรหมพุทธา สุทธาธร ไชยเรืองศรี อรุโณทัย จำปีทอง สวัสดิ์ สนิทจันทร์ จารุณี จูงกลาง มัสลิน โอสถานันต์กุล
202101|Basic Biology 1 ชีววิทยาพื้นฐาน 1|003|TuF|1100-1230 -|SCB3100 ดูแผนที่|อุษาวดี ชนสุต Co-Instruc อิทธญากรณ์ พรหมพุทธา สุทธาธร ไชยเรืองศรี อรุโณทัย จำปีทอง สวัสดิ์ สนิทจันทร์ จารุณี จูงกลาง มัสลิน โอสถานันต์กุล
202101|Basic Biology 1 ชีววิทยาพื้นฐาน 1|701|We|0900-1200 -|BB-1100 ดูแผนที่|สหัสชัย อินวงศ์วาร Co-Instruc นิลิตา มุขแจ้ง MARK RICHARD HERSE จารุณี จูงกลาง
202101|Basic Biology 1 ชีววิทยาพื้นฐาน 1|001|MTh|0930-1100 -|PB2100|อุษาวดี ชนสุต Co-Instruc อิทธญากรณ์ พรหมพุทธา สุทธาธร ไชยเรืองศรี อรุโณทัย จำปีทอง สวัสดิ์ สนิทจันทร์ จารุณี จูงกลาง มัสลิน โอสถานันต์กุล
202101|Basic Biology 1 ชีววิทยาพื้นฐาน 1|002|MTh|1430-1600 -|PB2100|อุษาวดี ชนสุต Co-Instruc อิทธญากรณ์ พรหมพุทธา สุทธาธร ไชยเรืองศรี อรุโณทัย จำปีทอง สวัสดิ์ สนิทจันทร์ จารุณี จูงกลาง มัสลิน โอสถานันต์กุล
202101|Basic Biology 1 ชีววิทยาพื้นฐาน 1|003|TuF|1100-1230 -|SCB3100|อุษาวดี ชนสุต Co-Instruc อิทธญากรณ์ พรหมพุทธา สุทธาธร ไชยเรืองศรี อรุโณทัย จำปีทอง สวัสดิ์ สนิทจันทร์ จารุณี จูงกลาง มัสลิน โอสถานันต์กุล
202101|Basic Biology 1 ชีววิทยาพื้นฐาน 1|701|We|0900-1200 -|BB-1100|สหัสชัย อินวงศ์วาร Co-Instruc ประสิทธิ์ วังภคพัฒนวงศ์ กนกพร แสนเพชร อุษาวดี ชนสุต จารุณี จูงกลาง
229351|Statistical Learning for Data Science 1 การเรียนรู้เชิงสถิติสำหรับวิทยาการข้อมูล 1|001|Mo Th|0900-1100 0900-1100|SCB4202 SCB4405-06 ดูแผนที่|สิปปนนท์ กิติมูล
229352|Statistical Learning for Data Science 2 การเรียนรู้เชิงสถิติสำหรับวิทยาการข้อมูล 2|001|Tu Fr|0900-1100 0900-1100|SCB4405-06 STB205|ดลภาค พรนพรัตน์
206112|Calculus 2 แคลคูลัส 2|001|M-F|1300-1430 -|SCB3100 (ภาควิชาธรณี)|อัญชลี เข็มเพ็ชร์ Co-Instruc วารุนันท์ อินถาก้อน
206112|Calculus 2 แคลคูลัส 2|002|M-F|1300-1430 -|MB2213-14|เฉลิมพล บุญปก
204217|Computer Programming Languages ภาษาโปรแกรมคอมพิวเตอร์|001|Fr Tu|1230-1430 1230-1430|CSB209 CSB308|สุธาสินี โทวุฒิกุล
204217|Computer Programming Languages ภาษาโปรแกรมคอมพิวเตอร์|002|Fr Tu|1230-1430 1230-1430|CSB201 CSB303|วาสนา นัยโพธิ์
001102|Fundamental English 2 ภาษาอังกฤษพื้นฐาน 2|004|MTh|0800-0930 -|RB3302|คณาจารย์
001102|Fundamental English 2 ภาษาอังกฤษพื้นฐาน 2|008|TuF|1300-1430 -|RB5207|คณาจารย์
001102|Fundamental English 2 ภาษาอังกฤษพื้นฐาน 2|009|TuF|1430-1600 -|RB5202|คณาจารย์
001102|Fundamental English 2 ภาษาอังกฤษพื้นฐาน 2|011|TuF|0800-0930 -|EB2304M|คณาจารย์
001102|Fundamental English 2 ภาษาอังกฤษพื้นฐาน 2|012|TuF|1300-1430 -|RB5209|คณาจารย์
001102|Fundamental English 2 ภาษาอังกฤษพื้นฐาน 2|016|TuF|1300-1430 -|RB5411|คณาจารย์
001102|Fundamental English 2 ภาษาอังกฤษพื้นฐาน 2|020|TuF|0800-0930 -|HB6410|คณาจารย์
